Pricelist,Vendor,Category,Product,Package Name,Inventory,Item Unit,Charge Unit,# of Items,Purchase Price,Retail Price,Margin,Markup
guest,Deck Family Farm,Organic Eggs,"Organic Pasture Raised Chicken Eggs, 1/2 dozen",1/2 dozen,product,ea,ea,1,4.55,7.01,35,54
guest,Camas Country Mill,Dry Goods,Organic Sonora Soft White Wheat Flour,4 lbs,product,ea,ea,1,13.3,18.62,29,40
guest,Camas Country Mill,Dry Goods,Organic Spelt Flour,2 lb. Bag,product,ea,ea,1,8.4,12.01,30,43
guest,Camas Country Mill,Dry Goods,Pardina Brown Lentils,3 lbs,product,ea,ea,1,10.6,15.16,30,43
guest,OGC,Organic Vegetables - Roots,Parsnips,1 lb,product,lb,lb,1,2.5,3.58,30,43
guest,Deck Family Farm,Sausages & Cured Meats,"Pastrami, Sliced",8 oz,product,pk,pk,1,13,20.02,35,54
guest,Sweet Creek,,Pauls Dill Pickles,32 oz,product,ea,ea,1,5.7,8.27,31,45
guest,Little Wings,Organic Vegetables - Leafy Greens,Pea Shoots,4 oz,product,bag,bag,1,3,4.35,31,45
guest,BNF Kombucha and Jun,Dry Goods,Peach Rose Kombucha,16 fl. oz,product,ea,ea,1,3.24,4.63,30,43
guest,BNF Kombucha and Jun,Dry Goods,Pear Jun,16 fl. oz,product,ea,ea,1,3.65,5.22,30,43
guest,Deck Family Farm,Sausages & Cured Meats,Peppered Knife Cut Beef Jerky,3 oz,product,pk,pk,1,11.7,18.02,35,54
guest,Deck Family Farm,Sausages & Cured Meats,Pepperoni stick,6 oz,product,pk,pk,1,13,20.02,35,54
guest,Deck Family Farm,Sausages & Cured Meats,"Pepperoni stick, 6 oz (Hikers Pepperoni)",6 oz,product,pk,pk,1,5.85,9.01,35,54
guest,Deck Family Farm,Pasture-raised Pork,"Pet Food, Organ Blend",1.00 lbs,product,ea,ea,1,7.8,12.01,35,54
guest,Sweet Creek,Dry Goods,Pickled Beets,16 oz,product,ea,ea,1,4.1,5.9,31,44
guest,Sweet Creek,Dry Goods,Pickled Jalapenos,16 oz,product,ea,ea,1,7.5,10.73,30,43
guest,Elegant Elephant Baking Co.,,Pizza Dough,each,product,ea,ea,1,4.75,8,41,68
guest,Deck Family Farm,Sausages & Cured Meats,Polish Kielbasa,12 oz,product,pk,pk,1,12.68,19.53,35,54
guest,Deck Family Farm,Pasture-raised Pork,Pork Bones,3.00 - 5.00 lbs,product,ea,ea,1,6.5,10.01,35,54
guest,Deck Family Farm,Pasture-raised Pork,"Pork Chop, Boneless",1.20 - 1.50 lbs,product,pk,pk,1,17.11,26.35,35,54
guest,Deck Family Farm,Pasture-raised Pork,Pork Shank,2.40 - 3.10 lbs,product,pk,pk,1,30.39,46.8,35,54
guest,Deck Family Farm,Pasture-raised Pork,"Pork Shoulder Roast, Large","Large, 2.80 - 3.50 lbs",product,ea,ea,1,39.93,61.49,35,54
guest,Deck Family Farm,Pasture-raised Pork,"Pork Shoulder Roast, Small","Small, 2.00 - 2.79 lbs",product,ea,ea,1,30.36,46.75,35,54
guest,Deck Family Farm,Pasture-raised Pork,Pork Spare Ribs,2.00 - 3.00 lbs,product,pk,pk,1,23.56,36.28,35,54
guest,Deck Family Farm,Pasture-raised Pork,Pork Tenderloin,0.80 - 1.30 lbs,product,pk,pk,1,9.9,15.25,35,54
guest,OGC,Organic Vegetables - Roots,Purple Daikon Radish,1 pound,product,lb,lb,1,3.7,5.29,30,43
guest,Lone Wolf Ranch,Organic Vegetables - Leafy Greens,Purple Radish Microgreens,1 oz. pk,product,pk,pk,1,2.5,3.58,30,43
guest,Lone Wolf Ranch,Organic Vegetables - Leafy Greens,Purple Radish Microgreens,2 oz pk,product,pk,pk,1,5,7.15,30,43
guest,OGC,Organic Vegetables - Potatoes,Purple potatoes,pound,product,pound,pound,1,1.04,1.49,30,43
guest,Radiant Coffee Roasters,Dry Goods,Radiant Balanced Blend - Medium Roast Ground Coffee,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Radiant Coffee Roasters,Dry Goods,Radiant Breakfast Blend - Light Roast Coffee Beans,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Radiant Coffee Roasters,Dry Goods,Radiant Breakfast Blend - Light Roast Ground Coffee,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Radiant Coffee Roasters,Dry Goods,Radiant Decaf Columbia Coffee Beans,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Radiant Coffee Roasters,Dry Goods,Radiant Decaf Columbia Ground Coffee,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Radiant Coffee Roasters,Dry Goods,Radiant Midnight Blend - Dark Roast Coffee Beans,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Radiant Coffee Roasters,Dry Goods,Radiant Midnight Blend - Dark Roast Ground Coffee,12 oz,product,ea,ea,1,11,15.73,30,43
guest,OGC,Organic Vegetables - Roots,Rainbow Carrots,1 bunch,product,bu,bu,1,2.5,3.58,30,43
guest,Little Wings,Organic Vegetables - Leafy Greens,Rainbow Chard,each,product,bu,bu,1,2.25,3.35,33,49
guest,Sweet Creek,Dry Goods,Raspberry Fruit Spread,10 oz,product,ea,ea,1,3.8,6.25,39,64
guest,BNF Kombucha and Jun,Dry Goods,Raspberry Reishi Jun,16 fl. oz,product,ea,ea,1,3.65,5.22,30,43
guest,Deck Family Farm,Dry Goods,"Raw Honey, 1 pint",1 pint,product,ea,ea,1,16.9,26.03,35,54
guest,Deck Family Farm,Dry Goods,"Raw Honey, 1 quart",1 quart,product,ea,ea,1,30.88,47.56,35,54
guest,Deck Family Farm,Dry Goods,"Raw Honey, 1/2 pint",1/2 pint,product,ea,ea,1,11.05,17.02,35,54
guest,Deck Family Farm,Dry Goods,"Raw Walnuts, 1 lb",1 lb,product,ea,ea,1,16.25,25.03,35,54
guest,Deck Family Farm,Dry Goods,"Raw Walnuts, 1/2 lb",1/2 lb,product,ea,ea,1,9.1,14.01,35,54
guest,OGC,Organic Vegetables - Onions/Garlic,Red Onion,2 lb bag,product,lb,lb,1,3.1,4.46,30,44
guest,OGC,Organic Vegetables - Potatoes,Red Potatoes,1 lb,product,pound,pound,1,1,1.44,31,44
guest,Little Wings,Organic Vegetables - Roots,Red Radish,each,product,bu,bu,1,2,2.86,30,43
guest,Little Wings,Organic Vegetables - Leafy Greens,Red Russian Frills Kale,bu,product,bu,bu,1,2.25,3.22,30,43
guest,OGC,Organic Vegetables - Roots,Red Skinned Daikon Radish,lb,product,lb,lb,1,3.7,5.29,30,43
guest,Red Tail Growers,Organic Vegetables - Leafy Greens,Red Tail Salad  Mix,1/2 lb. bag,product,bag,bag,1,4,5.72,30,43
guest,Deck Family Farms Hyland Artisinal Meats,Organs/Lard/Bones,"Rendered Beef Tallow, 16 oz",16 oz,product,ea,ea,1,13,20.02,35,54
guest,Deck Family Farms Hyland Artisinal Meats,Organs/Lard/Bones,"Rendered Pork Back Fat, 8 oz",8 oz,product,ea,ea,1,6.5,10.01,35,54
guest,Deck Family Farms Hyland Artisinal Meats,Organs/Lard/Bones,"Rendered Pork Leaf Lard, 16 oz",16 oz,product,ea,ea,1,10.4,16.02,35,54
guest,Deck Family Farms Hyland Artisinal Meats,Organs/Lard/Bones,"Rendered Pork Leaf Lard, 8 oz",8 oz,product,ea,ea,1,6.5,10.01,35,54
guest,Deck Family Farm,Grass-fed Beef,Ribeye Steak,0.80 - 1.10 lbs,product,ea,ea,1,25.01,38.52,35,54
guest,Lonesome Whistle,Dry Goods,Rise & Shine Gluten Free Pancake Mix,1.6 lbs,product,ea,ea,1,5.33,7.62,30,43
guest,Deck Family Farm,Sausages & Cured Meats,"Roast Beef, Sliced",8 oz,product,pk,pk,1,13,20.02,35,54
guest,Sweet Creek,Dry Goods,Roasted Garlic Tomato Sauce,16 oz,product,ea,ea,1,3.76,5.45,31,45
guest,My Brothers Farm,Dry Goods,Roasted Hazelnuts 12 oz.,12 oz bag,product,ea,ea,1,12.7,17.78,29,40
guest,My Brothers Farm,Dry Goods,Roasted Hazelnuts 4 oz,4 oz bag,product,ea,ea,1,4.5,6.3,29,40
guest,OGC,Organic Vegetables - Roots,Rutabega,1 lb,product,lb,lb,1,1.9,2.72,30,43
guest,Deck Family Farm,Sausages & Cured Meats,Sage & Sea Salt Sausage,8 oz,product,pk,pk,1,10.72,16.51,35,54
guest,Camas Swale Farm,Organic Vegetables - Leafy Greens,Salanova Lettuce Mix,1/2 lb bag,product,bag,bag,1,4,5.72,30,43
guest,Sweet Creek,,"Salsa, Hot",16 oz,product,ea,ea,1,3.7,5.37,31,45
guest,RL Plants,Flowers,Sedum Palmeri Succulents,each,product,ea,ea,1,4,5.72,30,43
guest,RL Plants,Flowers,Sedum Rupestre Blue Spruce,each,product,ea,ea,1,4,5.72,30,43
guest,Elegant Elephant Baking Co.,,Seven Layer Cookie,each,product,ea,ea,1,2.5,4.5,44,80
guest,OGC,Organic Vegetables - Mushrooms,Shiitake Mushrooms,1/2 lb,product,1/2 lb,1/2 lb,1,4.08,5.83,30,43
guest,BNF Kombucha and Jun,Dry Goods,Skullcap Lemon Yerbe Mate Kombucha,16 fl. oz,product,ea,ea,1,3.24,4.63,30,43
guest,Sourdough Bliss,Dry Goods,Sourdough Artisan Wheat,ea,product,ea,ea,1,9,12.87,30,43
guest,Sourdough Bliss,Dry Goods,Sourdough Cinnamon Swirl Loaf,ea,product,ea,ea,1,7.5,10.73,30,43
guest,Sourdough Bliss,Dry Goods,Sourdough Honey Oat Artisan,ea,product,ea,ea,1,10,14.3,30,43
guest,Sourdough Bliss,Dry Goods,Sourdough Seed Bread,ea,product,ea,ea,1,8,11.44,30,43
guest,Sourdough Bliss,Dry Goods,Sourdough Wheat Sandwich Loaf,ea,product,ea,ea,1,7,10.01,30,43
guest,Little Wings,Organic Vegetables - Leafy Greens,Spinach  1/2 Lb.,each,product,bag,bag,1,3.9,5.58,30,43
guest,Little Wings,Organic Vegetables - Leafy Greens,Spring Salad Mix,1/2 lb,product,bag,bag,1,4.15,5.93,30,43
guest,Sweet Creek,,Strawberry Fruit Spread,10 oz,product,ea,ea,1,3.8,6,37,58
guest,Camas Country Mill,Dry Goods,Sues Soup Mix,3 lbs,product,ea,ea,1,17.4,24.36,29,40
guest,OGC,Organic Vegetables - Other,Sugar Snap Peas,1 lb,product,ea,ea,1,6.05,8.65,30,43
guest,River Ranch Oregon Olive OIl,Home Goods,Summer Day Olive Oil Sugar Scrub,ea 4 oz jar,product,ea,ea,1,5,7.2,31,44
guest,Deck Family Farm,Sausages & Cured Meats,Summer Sausage,8 oz,product,ea,ea,1,11.05,17.02,35,54
guest,Deck Family Farm,Sausages & Cured Meats,Sweet Italian Sausage Links,12 oz,product,pk,pk,1,12.68,19.53,35,54
guest,OGC,Organic Vegetables - Onions/Garlic,Sweet Onion,1 lb,product,lb,lb,1,1.05,44.05,98,4095
guest,Sweet Creek,,Sweet Relish,12. 6 oz,product,ea,ea,1,4,5.72,30,43
guest,Deck Family Farm,Sausages & Cured Meats,Tamari Pressed Beef Jerky,3 oz,product,pk,pk,1,11.7,18.02,35,54
guest,Red Tail Growers,Organic Vegetables - Herbs,Taragon,bu,product,bu,bu,1,2,2.86,30,43
guest,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Thai Curry Sausage Links,4 links/ pack 14 oz pack,product,ea,ea,1,13,20.02,35,54
guest,Jar Joy Goods,Home Goods,The Daily Jar Tote/Jar Bag: Organic Waxed Canvas-WFTO Certified,each,product,ea,ea,1,41.95,59.99,30,43
guest,Jar Joy Goods,Home Goods,The Insulated Jar Tote/Jar Bag: Hemp + Natural Rubber (Yulex),each,product,ea,ea,1,110.5,158.02,30,43
guest,Camas Country Mill,Dry Goods,Three Sisters Porridge,4 lbs,product,ea,ea,1,13.25,18.95,30,43
guest,Sweet Creek,,Tomatillo Salsa,16 oz,product,ea,ea,1,4.4,6.38,31,45
guest,Deck Family Farm,Grass-fed Beef,Top Sirloin Steak,1.30 - 1.60 lbs,product,ea,ea,1,23.56,36.28,35,54
guest,Full Farm CSA,Home Goods,Tote Bag,ea,product,ea,ea,1,13,10,-30,-23
guest,Red Tail Growers,Organic Vegetables - Onions/Garlic,Tropea onion,bu,product,bu,bu,1,2.67,3.82,30,43
guest,Deck Family Farm,Organs/Lard/Bones,Unrendered Beef Tallow,2.00 - 3.70 lbs,product,pk,pk,1,9.26,14.26,35,54
guest,Radiant Coffee Roasters,Dry Goods,Vietnam Lotus - Light Roast Coffee Beans,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Radiant Coffee Roasters,Dry Goods,Vietnam Lotus - Light Roast Ground Coffee,12 oz,product,ea,ea,1,11,15.73,30,43
guest,Red Tail Growers,Organic Vegetables - Onions/Garlic,Walla Walla Onions,1 bunch,product,bu,bu,1,2.7,3.86,30,43
guest,Reality Kitchen Nonprofit,,Wholewheat Multigrain Sandwich Loaf,each,product,ea,ea,1,5.25,7.61,31,45
guest,Full Farm CSA,Dry Goods,Wildcraft Hot Sauce,ea,product,ea,ea,1,8,12,33,50
guest,RL Plants,Flowers,Yellow Iris Rhizome,each,product,ea,ea,1,5,7.15,30,43
guest,OGC,Organic Vegetables - Potatoes,Yellow Potatoes,1 lb,product,lb,lb,1,1.21,1.73,30,43
members,River Ranch Oregon Olive OIl,Dry Goods,2022 Arbequina  Olive Oil 100mL,Ea.,product,ea,ea,1,8.95,11.9,25,33
members,River Ranch Oregon Olive OIl,Dry Goods,2022 Arbequina  Olive Oil 250mL,Ea.,product,ea,ea,1,16.75,22.45,25,34
members,Sweet Creek,Dry Goods,Apricot Fruit Spread,10 oz,product,ea,ea,1,3.8,5.13,26,35
members,OGC,Organic Vegetables - Other,Asparagus,1 lb,product,ea,ea,1,5,6.65,25,33
members,Deck Family Farm,Pasture-raised Pork,Baby Back Ribs,0.90 - 1.50 lbs,product,pk,pk,1,14.04,19.38,28,38
members,Red Tail Growers,Organic Vegetables - Broccoli/Cauliflower/Cabbage,Baby Bok Choi,each,product,bu,bu,1,2,2.7,26,35
members,Deck Family Farm,Sausages & Cured Meats,"Bacon Ends & Pieces, Pork",8 oz,product,pk,pk,1,9.43,13.01,28,38
members,Deck Family Farm,Sausages & Cured Meats,"Bacon, Pork",8 oz,product,pk,pk,1,11.38,15.7,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Back Ribs,3.00 - 3.80 lbs,product,ea,ea,1,35.36,48.8,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Bones,3.00 - 5.00 lbs,product,pk,pk,1,7.15,9.87,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Flat Iron Steak,0.70 - 1.10 lbs,product,ea,ea,1,15.21,20.99,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Heart,2.50 - 3.5 lbs,product,ea,ea,1,18.53,25.57,28,38
members,Deck Family Farm,Organs/Lard/Bones,Beef Kidney,0.80 - 1.00 lbs,product,pk,pk,1,15.21,20.99,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Liver,0.90 - 1.30 lbs,product,pk,pk,1,18.59,25.65,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Oxtail,1.40 - 1.90 lbs,product,ea,ea,1,13.94,19.24,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Shank Osso Buco,2.10 - 2.40 lbs,product,ea,ea,1,28.52,39.36,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Short Rib,1.30 - 2.10 lbs,product,ea,ea,1,21.55,29.74,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Stew Meat,0.90 - 1.10 lbs,product,ea,ea,1,12.03,16.6,28,38
members,Deck Family Farm,Grass-fed Beef,Beef Tongue,2.50 - 3.00 lbs,product,pk,pk,1,16.98,23.43,28,38
members,Sweet Creek,Dry Goods,Blackberry Fruit Spread,10 oz,product,ea,ea,1,3.8,5,24,32
members,Elegant Elephant Baking Co.,Dry Goods,Blackberry Hand Pie,each,product,ea,ea,1,2.95,3.92,25,33
members,BNF Kombucha and Jun,Dry Goods,Blackberry Herbalism Kombucha,16 fl. oz,product,ea,ea,1,3.24,4.31,25,33
members,Camas Country Mill,Dry Goods,Blue Cornmeal,3 lb bag,product,bag,bag,1,10.2,13.57,25,33
members,Sweet Creek,Dry Goods,Blueberry Apple Sauce,each,product,ea,ea,1,4.87,6.57,26,35
members,Sweet Creek,Dry Goods,Blueberry Fruit Spread,10 oz,product,ea,ea,1,3.8,5.05,25,33
members,Elegant Elephant Baking Co.,Dry Goods,Box of 5 Cupcakes,each,product,ea,ea,1,6,7.98,25,33
members,Reality Kitchen Nonprofit,Dry Goods,Braided Challah (plain),each,product,ea,ea,1,5.25,7.72,32,47
members,Reality Kitchen Nonprofit,Dry Goods,Braided Challah (seeded),each,product,ea,ea,1,5.3,7.16,26,35
members,Deck Family Farm,Sausages & Cured Meats,Bratwurst,12 oz,product,ea,ea,1,12.68,17.5,28,38
members,Radiant Coffee Roasters,Dry Goods,Brazil Cerrado Miniero - Dark Roast Ground Coffee,12 oz,product,ea,ea,1,11,14.63,25,33
members,Deck Family Farm,Grass-fed Beef,"Brisket, Large","Large, 4.00 - 5.00 lbs",product,ea,ea,1,46.8,64.58,28,38
members,Deck Family Farm,Grass-fed Beef,"Brisket, Medium","Medium, 3.00 - 3.99 lbs",product,ea,ea,1,38.62,53.3,28,38
members,Deck Family Farm,Grass-fed Beef,"Brisket, Small","Small, 2.30 - 2.99 lbs",product,ea,ea,1,30.95,42.71,28,38
members,Lone Wolf Ranch,Organic Vegetables - Leafy Greens,Broccoli Microgreens,2 oz pk,product,pk,pk,1,5,6.65,25,33
members,Lone Wolf Ranch,Organic Vegetables - Leafy Greens,Broccoli Microgreens,1 oz. pk,product,pk,pk,1,2.5,3.33,25,33
members,Camas Country Mill,Dry Goods,Brown Teff Flour,3 lbs,product,ea,ea,1,11.05,14.7,25,33
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk Cajun Chaurice Sausage,12 oz,product,pk,pk,1,10.72,14.79,28,38
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk English Breakfast Sausage,12 oz,product,pk,pk,1,10.72,14.79,28,38
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk Farm Made Chorizo Sausage,12 oz,product,pk,pk,1,10.72,14.79,28,38
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk Lamb Merguez Sausage,12 oz,product,ea,ea,1,11.05,15.25,28,38
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Bulk Thai Curry Sausage,12 oz,product,ea,ea,1,10.72,14.79,28,38
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Cajun Chaurice Sausage Links,4 links/ pack 14 oz pack,product,pk,pk,1,13,17.94,28,38
members,Camas Country Mill,Dry Goods,Camas Pizza Blend,4 lbs,product,ea,ea,1,10.3,13.7,25,33
members,OGC,Organic Vegetables - Roots,Celeriac,1 lb,product,pound,pound,1,1.7,2.26,25,33
members,Reality Kitchen Nonprofit,Dry Goods,Challah Sandwich Loaf,each,product,ea,ea,1,6,7.98,25,33
members,Deck Family Farm,Pasture-raised Poultry,Chicken Liver,1/2 lb bag,product,ea,ea,1,7.8,10.76,28,38
members,Red Tail Growers,Organic Vegetables - Herbs,Chive Flower,bu,product,bu,bu,1,2,2.66,25,33
members,Elegant Elephant Baking Co.,Dry Goods,Chocolate Donut,each,product,ea,ea,1,2.35,3.5,33,49
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Chorizo Verde,4 links/ pack 14 oz pack,product,pk,pk,1,13,17.94,28,38
members,Deck Family Farm,Grass-fed Beef,Chuck roast,2.30 - 2.90 lbs,product,ea,ea,1,27.04,37.32,28,38
members,Sweet Creek,Dry Goods,Cinnamon Apple Sauce,23 oz,product,ea,ea,1,4.54,6.13,26,35
members,River Ranch Oregon Olive OIl,Home Goods,Colliding Rivers Olive Oil Sugar Scrub,ea 4 oz jar,product,ea,ea,1,5,6.7,25,34
members,Deck Family Farm,Sausages & Cured Meats,"Country Sausage, Bulk",12 oz,product,ea,ea,1,10.08,13.91,28,38
members,OGC,Organic Vegetables - Mushrooms,Crimini Mushrooms,1 lb,product,lb,lb,1,3.95,5.25,25,33
members,Elegant Elephant Baking Co.,Dry Goods,Croutons,each,product,ea,ea,1,5.25,8.4,38,60
members,RL Plants,Home Goods,Dark Purple Iris Rhizome,each,product,ea,ea,1,5,6.65,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hat,ea,product,ea,ea,1,13,17.29,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hoodie Extra-Large,ea,product,ea,ea,1,35,46.55,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hoodie Large,ea,product,ea,ea,1,35,46.55,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hoodie Medium,ea,product,ea,ea,1,35,46.55,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA Hoodie Small,ea,product,ea,ea,1,35,46.55,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt  Extra-Large,ea,product,ea,ea,1,17,22.61,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt Extra Small,ea,product,ea,ea,1,17,22.61,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt Large,ea,product,ea,ea,1,17,22.61,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt Medium,ea,product,ea,ea,1,17,22.61,25,33
members,Full Farm CSA,Home Goods,Deck Family Farm and Full Farm CSA T-Shirt Small,ea,product,ea,ea,1,17,22.61,25,33
members,Sweet Creek,Dry Goods,Dill Relish,12.6 oz,product,ea,ea,1,4,5.32,25,33
members,Little Wings,Organic Vegetables - Leafy Greens,Dino Lacinato Kale,bu,product,bu,bu,1,2.25,2.99,25,33
members,River Ranch Oregon Olive OIl,Dry Goods,Dry Herb Mix,ea 1 ounce jar,product,ea,ea,1,7,9,22,29
members,Lonesome Whistle,Dry Goods,Emmer Macaroni,0.5 lb bag,product,ea,ea,1,3.33,4.43,25,33
members,Sweet Creek,Dry Goods,"Enchilada Red Sauce, Medium",16 oz,product,ea,ea,1,3.9,5.19,25,33
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,English Banger Sausage Links,4 links/ pack 14 oz pack,product,pk,pk,1,13,17.94,28,38
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Farm Made Chorizo Sausage Links,4 links/ pack 14 oz pack,product,pk,pk,1,13,17.94,28,38
members,OGC,Organic Vegetables - Potatoes,Fingerling Potato Medley,1.5 lb bag,product,bag,bag,1,2.62,3.51,25,34
members,Deck Family Farm,Grass-fed Beef,Flank Steak,1.10 - 1.40 lbs,product,ea,ea,1,21.13,29.16,28,38
members,River Ranch Oregon Olive OIl,Dry Goods,Flavor Infused Olive Oil- Garlic 100mL,3.38 oz. 100mL,product,ea,ea,1,10.95,14.56,25,33
members,River Ranch Oregon Olive OIl,Dry Goods,Flavor Infused Olive Oil- Garlic 250mL,250mL,product,ea,ea,1,21.95,29.41,25,34
members,River Ranch Oregon Olive OIl,Dry Goods,Flavor Infused Olive Oil- Rosemary and Basil 100mL,3.38oz (100mL),product,ea,ea,1,10.95,14.67,25,34
members,River Ranch Oregon Olive OIl,Dry Goods,Flavor Infused Olive Oil- Rosemary and Basil 250mL,250mL,product,ea,ea,1,21.95,29.41,25,34
members,Red Tail Growers,Organic Vegetables - Herbs,Flowering Sage,each,product,bu,bu,1,2,2.66,25,33
members,Deck Family Farm,Sausages & Cured Meats,Fresh Garlic Sausage Links,12 oz,product,pk,pk,1,12.68,17.5,28,38
members,Red Tail Growers,Organic Vegetables - Herbs,Fresh Thyme,each,product,bu,bu,1,2,2.66,25,33
members,Graziers Garden,Organic Vegetables - Tomatoes,Frozen Cherry Tomatoes,1 lb,product,lb,lb,1,3.75,4.99,25,33
members,OGC,Organic Fruit,Gala Apple,ea,product,ea,ea,1,0.5,0.75,33,50
members,Camas Country Mill,Dry Goods,"Garbanzo Beans/ Chickpeas, Organic",3 lbs,product,ea,ea,1,12.5,16.63,25,33
members,BNF Kombucha and Jun,Dry Goods,Ginger Zen Kombucha,16 fl. oz,product,ea,ea,1,3.24,4.31,25,33
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Apple Pie,6,product,ea,ea,1,7.5,10.5,29,40
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Banana Cream Pie,6,product,ea,ea,1,8,12,33,50
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Blueberry Scone,each,product,ea,ea,1,2.9,4,28,38
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Brownie Bite with Chocolate Chips,each,product,ea,ea,1,2.5,3.5,29,40
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Cheddar Rolls,bag of 4,product,ea,ea,1,6.1,8.25,26,35
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Chocolate Cream Pie,6,product,ea,ea,1,8,12,33,50
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Cinnamon Roll Pan,6,product,ea,ea,1,6,8.5,29,42
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Dinner Rolls,bag of 6,product,ea,ea,1,5.35,7.12,25,33
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Half Almond Loaf Sliced,each,product,ea,ea,1,5,7,29,40
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Mini Banana Bread Loaf,each,product,ea,ea,1,5,7,29,40
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Mixed Berry Pie,9,product,ea,ea,1,17,22.61,25,33
members,Elegant Elephant Baking Co.,Dry Goods,Gluten Free Potato Loaf with Teff,each,product,ea,ea,1,6.25,8.5,26,36
members,Deck Family Farms Hyland Artisinal Meats,Organs/Lard/Bones,Grass-Fed Organ Blend,1 lb pack,product,ea,ea,1,9.75,13.46,28,38
members,Deck Family Farms Hyland Artisinal Meats,Sausages & Cured Meats,Greek Loukaniko Sausage Links,4 links/ pack 14 oz pack,product,pk,pk,1,13,17.94,28,38
members,Camas Swale Farm,Organic Vegetables - Leafy Greens,Green  Butterhead Lettuce,each,product,ea,ea,1,1.9,2.55,25,34
members,Camas Swale Farm,Organic Vegetables - Leafy Greens,Green Curly Kale,each,product,bu,bu,1,2,2.68,25,34
members,Sweet Creek,Dry Goods,Green Enchilada Sauce,each,product,ea,ea,1,3.9,5.19,25,33
members,Little Wings,Organic Vegetables - Leafy Greens,Green Mizuna,each,product,bu,bu,1,2.25,3.02,25,34
members,Camas Swale Farm,Organic Vegetables - Onions/Garlic,Green garlic,bu,product,bu,bu,1,2.35,3.13,25,33
members,Deck Family Farm,Spring Lamb,Ground Lamb,1.00 lbs,product,ea,ea,1,13,17.94,28,38
members,Deck Family Farm,Pasture-raised Pork,Ground Pork,1.00 lbs,product,ea,ea,1,11.05,15.25,28,38
members,Kiko Denzer,Home Goods,Handcrafted Fancy Wooden Eating Spoons,each,product,ea,ea,1,20,26.6,25,33
members,RL Plants,Home Goods,Hen and Chicks Succulents,each,product,ea,ea,1,4,5.32,25,33
members,Camas Swale Farm,Organic Vegetables - Leafy Greens,Ho mi Zi (asian mustard heads),each,product,bu,bu,1,2,2.66,25,33
members,Camas Country Mill,Dry Goods,Hollys Dog Biscuit Mix,3 lb bag,product,bag,bag,1,10,13.3,25,33
members,Deck Family Farm,Sausages & Cured Meats,"Honey Maple Ham, Sliced",8 oz,product,pk,pk,1,12.68,17.5,28,38
